"timestamp","power","anomaly"
1346437800,105.25,0
1346438400,76.4,0
1346439000,47.15,0
1346439600,55.11,0
1346440200,79.11,0
1346440800,78.27,0
1346441400,55.62,0
1346442000,46.97,0
1346442600,77.34,0
1346443200,94.03,0
1346443800,119.46,0
1346444400,98.96,0
1346445000,118.05,0
1346445600,125.71,0
1346446200,101.09,0
1346446800,47.5,0
1346447400,60.06,0
1346448000,79.29,0
1346448600,78.51,0
1346449200,50.11,0
1346449800,50.89,0
1346450400,79.14,0
1346451000,78.28,0
1346451600,67.21,0
1346452200,103.32,0
1346452800,127.47,0
1346453400,127.14,0
1346454000,112.53,0
1346454600,74.48,0
1346455200,66.64,0
1346455800,85.44,0
1346456400,72.64,0
1346457000,46.72,0
1346457600,58.21,0
1346458200,78.36,0
1346458800,77.46,0
1346459400,50.36,0
1346460000,55.34,0
1346460600,134.07,0
1346461200,130.03,0
1346461800,107.03,0
1346462400,94.21,0
1346463000,109.44,0
1346463600,78.29,0
1346464200,66.76,0
1346464800,47.13,0
1346465400,65.1,0
1346466000,121.24,0
1346466600,120.65,0
1346467200,92.51,0
1346467800,102.57,0
1346468400,126.29,0
1346469000,171.05,0
1346469600,145.94,0
1346470200,148.43,0
1346470800,171.31,0
1346471400,168.06,0
1346472000,99.53,0
1346472600,91.77,0
1346473200,80.03,0
1346473800,78.62,0
1346474400,62.31,0
1346475000,47.51,0
1346475600,70.7,0
1346476200,78.83,0
1346476800,70,0
1346477400,87.49,0
1346478000,117.09,0
1346478600,128.56,0
1346479200,124.23,0
1346479800,94.13,0
1346480400,57.4,0
1346481000,79.46,0
1346481600,78.55,0
1346482200,54.43,0
1346482800,47.96,0
1346483400,77.84,0
1346484000,78.39,0
1346484600,63.71,0
1346485200,47.67,0
1346485800,103.34,0
1346486400,133.49,0
1346487000,122.29,0
1346487600,95.79,0
1346488200,107.36,0
1346488800,92.79,0
1346489400,77.3,0
1346490000,47.89,0
1346490600,56.6,0
1346491200,79.45,0
1346491800,78.61,0
1346492400,52.18,0
1346493000,48.93,0
1346493600,79.49,0
1346494200,101.42,0
1346494800,115.86,0
1346495400,98.34,0
1346496000,121.2,0
1346496600,125.7,0
1346497200,85.32,0
1346497800,47.74,0
1346498400,65.3,0
1346499000,83.22,0
1346499600,70.49,0
1346500200,47.48,0
1346500800,61.37,0
1346501400,78.95,0
1346502000,78.22,0
1346502600,71.85,0
1346503200,107.18,0
1346503800,130.3,0
1346504400,126.56,0
1346505000,103.84,0
1346505600,62.54,0
1346506200,76.82,0
1346506800,78.26,0
1346507400,63.71,0
1346508000,47.22,0
1346508600,68.68,0
1346509200,78.49,0
1346509800,71.64,0
1346510400,47.18,0
1346511000,77.95,0
1346511600,134.15,0
1346512200,129.67,0
1346512800,99.01,0
1346513400,97.32,0
1346514000,98.3,0
1346514600,78.04,0
1346515200,58.43,0
1346515800,47.47,0
1346516400,73.5,0
1346517000,78.79,0
1346517600,67.25,0
1346518200,47.36,0
1346518800,64.91,0
1346519400,91.61,0
1346520000,126.15,0
1346520600,99.74,0
1346521200,109.65,0
1346521800,125.76,0
1346522400,105.17,0
1346523000,48.25,0
1346523600,54.53,0
1346524200,79.3,0
1346524800,77.82,0
1346525400,53.12,0
1346526000,47.08,0
1346526600,79.27,0
1346527200,85.83,0
1346527800,53.12,0
1346528400,100.83,0
1346529000,128.55,0
1346529600,128.22,0
1346530200,112.53,0
1346530800,87.22,0
1346531400,67.99,0
1346532000,78.73,0
1346532600,73,0
1346533200,47.68,0
1346533800,58.59,0
1346534400,78.95,0
1346535000,78.51,0
1346535600,52.34,0
1346536200,47.67,0
1346536800,113.27,0
1346537400,132.53,0
1346538000,112.24,0
1346538600,95.65,0
1346539200,117.51,0
1346539800,88.12,0
1346540400,70.5,0
1346541000,47.68,0
1346541600,62.75,0
1346542200,82.26,0
1346542800,79.96,0
1346543400,47.21,0
1346544000,59.39,0
1346544600,78.76,0
