"timestamp","power","anomaly"
1404153000,801.4,0
1404153600,2404.1,1
1404154200,260.4,0
1404154800,2462.1,0
1404155400,1129.2,1
1404156000,2066.6,1
1404156600,1557.4,0
1404157200,1658.6,0
1404157800,2100.6,0
1404158400,965.9,0
1404159000,2730.1,1
1404159600,570,0
1404160200,2567.9,0
1404160800,804.1,0
1404161400,2135,0
1404162000,1271.9,0
1404162600,2162.2,0
1404163200,2423.6,1
1404163800,2814.6,0
1404164400,2844.3,1
1404165000,2748.3,0
1404165600,5791.9,0
1404166200,5408.2,1
1404166800,2979.2,1
1404167400,1351.7,1
1404168000,841.4,0
1404168600,846.6,0
1404169200,2423.8,1
1404169800,1169.7,1
1404170400,1640.3,1
1404171000,2223,1
1404171600,851.8,0
1404172200,1968.3,1
1404172800,1397.4,1
1404173400,454.6,0
1404174000,1796.7,1
1404174600,1041.6,1
1404175200,450.6,0
1404175800,1995.3,1
1404176400,771.9,0
1404177000,452,0
1404177600,1575.7,1
1404178200,1181.1,1
1404178800,448.1,0
1404179400,451.6,0
1404180000,2304,1
1404180600,451,0
1404181200,451.3,0
1404181800,450.9,0
1404182400,2091.9,1
1404183000,449.9,0
1404183600,451.1,0
1404184200,378.7,0
1404184800,1296,1
1404185400,1455,1
1404186000,380.9,0
1404186600,436.3,0
1404187200,464.6,0
1404187800,459.7,0
1404188400,1785.5,1
1404189000,980.6,1
1404189600,453.7,0
1404190200,448.1,0
1404190800,449.7,0
1404191400,449.6,0
1404192000,1572.2,1
1404192600,973.5,1
1404193200,447.8,0
1404193800,388.7,0
1404194400,251.6,0
1404195000,189,0
1404195600,143.3,0
1404196200,253.4,0
1404196800,1922.3,1
1404197400,427.6,0
1404198000,810,1
1404198600,380.9,0
1404199200,375.9,0
1404199800,324,0
1404200400,1845.4,1
1404201000,414.2,0
1404201600,304.9,0
1404202200,304.7,0
1404202800,303.9,0
1404203400,307.5,0
1404204000,824.3,1
1404204600,1458.9,1
1404205200,291.3,0
1404205800,294.8,0
1404206400,292.9,0
1404207000,1023.9,1
1404207600,1478.8,1
1404208200,336,0
1404208800,4471.5,1
1404209400,3794.6,1
1404210000,2621.6,1
1404210600,673.7,0
1404211200,673.1,0
1404211800,669.8,0
1404212400,2533.7,1
1404213000,788.2,0
1404213600,672.2,0
1404214200,1437.8,1
1404214800,2030.2,1
1404215400,725.6,0
1404216000,474.2,0
1404216600,1012.2,1
1404217200,312.9,0
1404217800,331,0
1404218400,321.6,0
1404219000,311.9,0
1404219600,249.7,0
1404220200,252.6,0
1404220800,264.3,0
1404221400,262.8,0
1404222000,263.3,0
1404222600,123,0
1404223200,208.7,0
1404223800,1044.7,1
1404224400,1511.6,1
1404225000,253.8,0
1404225600,1497.6,1
1404226200,1057.9,1
1404226800,577.8,1
1404227400,2195.6,1
1404228000,240.4,0
1404228600,1949.4,1
1404229200,1046.2,1
1404229800,1010.9,1
1404230400,1824.7,1
1404231000,339.5,0
1404231600,2496.6,1
1404232200,255.2,0
1404232800,1881.9,1
1404233400,1057.2,1
1404234000,1197.9,0
1404234600,1685.6,0
1404235200,797.8,1
1404235800,2124.4,1
1404236400,109,0
1404237000,2148.6,0
1404237600,814.7,0
1404238200,1718.8,1
1404238800,1536.3,0
1404239400,1048.7,0
1404240000,1970.4,1
1404240600,598.6,0
1404241200,2405.5,0
1404241800,266.1,0
1404242400,2379.2,0
1404243000,744,0
1404243600,1149.2,0
1404244200,1494,0
1404244800,833.1,0
1404245400,1916.8,0
1404246000,364.4,0
1404246600,2170.4,0
1404247200,1075,0
1404247800,725.1,0
1404248400,2205.6,1
1404249000,557.3,0
1404249600,1976.1,1
1404250200,1253.2,0
1404250800,856.7,0
1404251400,2139.3,0
1404252000,2246.8,0
1404252600,947.6,0
1404253200,2723,0
1404253800,674,0
1404254400,1756.9,0
1404255000,2371.6,1
1404255600,1613.6,0
1404256200,1178.9,0
1404256800,2030,1
1404257400,545.7,0
1404258000,2428.9,1
1404258600,440.3,0
1404259200,1993.6,1
1404259800,1169.1,1
1404260400,1151.1,1
1404261000,1995.5,1
1404261600,536.9,0
1404262200,2393.6,1
1404262800,434,0
1404263400,1140.7,1
1404264000,1777.8,1
1404264600,437.8,0
1404265200,934.8,1
1404265800,1961.9,1
1404266400,433.2,0
1404267000,432,0
1404267600,1406.8,1
1404268200,1029.3,1
1404268800,438.2,0
1404269400,436.6,0
1404270000,436.4,0
1404270600,2070.9,1
1404271200,331.6,0
1404271800,298.7,0
1404272400,419.3,0
1404273000,436.2,0
1404273600,1135.6,1
1404274200,1521.2,1
1404274800,300.4,0
1404275400,2323.8,1
1404276000,1360.9,1
1404276600,1130.9,1
1404277200,1731.6,1
1404277800,299.8,0
1404278400,2252.2,1
1404279000,742.4,0
1404279600,1541.7,1
1404280200,930.4,1
1404280800,357,0
1404281400,534.2,1
1404282000,353.6,0
1404282600,449.4,0
1404283200,435,0
1404283800,562.7,1
1404284400,456.7,0
1404285000,250.2,0
1404285600,360.6,0
1404286200,337,0
1404286800,244.1,0
1404287400,242.9,0
1404288000,243,0
1404288600,242.3,0
1404289200,240.9,0
1404289800,240.4,0
1404290400,236.4,0
1404291000,222.9,0
1404291600,223.9,0
1404292200,224.5,0
1404292800,224.1,0
1404293400,223.1,0
1404294000,221.7,0
1404294600,221.4,0
1404295200,221,0
1404295800,221.3,0
1404296400,221.4,0
1404297000,219.9,0
1404297600,203.5,0
1404298200,89,0
1404298800,177.7,0
1404299400,222.1,0
1404300000,224.3,0
1404300600,224.5,0
1404301200,156.3,0
1404301800,89.2,0
1404302400,206.8,0
1404303000,222.4,0
1404303600,220.5,0
1404304200,182.8,0
1404304800,184.4,0
1404305400,249.6,0
1404306000,325.7,0
1404306600,323.4,0
1404307200,322.8,0
1404307800,209.3,0
1404308400,198,0
1404309000,327,0
1404309600,325.3,0
1404310200,301.6,0
1404310800,132.4,0
1404311400,87.9,0
1404312000,189.5,0
1404312600,221.5,0
1404313200,221,0
1404313800,161.7,0
1404314400,88.1,0
1404315000,158.6,0
1404315600,221.1,0
1404316200,221.5,0
1404316800,203.4,0
1404317400,91.2,0
1404318000,122.3,0
1404318600,222.5,0
1404319200,220.4,0
1404319800,221,0
1404320400,88.7,0
1404321000,139.5,0
1404321600,484.3,0
1404322200,139.1,0
1404322800,198.6,0
1404323400,235,0
1404324000,232.4,0
1404324600,230.6,0
1404325200,227.5,0
1404325800,227.1,0
1404326400,240.3,0
1404327000,2171.5,1
1404327600,357,0
1404328200,266.5,0
1404328800,357,0
1404329400,2130.9,0
1404330000,117.5,0
1404330600,145.4,0
1404331200,252.4,0
1404331800,861.5,0
1404332400,1898.2,0
1404333000,530.6,0
1404333600,413.3,0
1404334200,443.7,0
1404334800,1515.3,0
1404335400,1311.4,0
1404336000,545.4,0
1404336600,453.2,0
1404337200,407.8,0
1404337800,830.3,0
1404338400,1943.7,0
1404339000,544.2,0
1404339600,493.7,0
