"timestamp","power","anomaly"
1404153000,2799.6,0
1404153600,2974.2,0
1404154200,2521.8,0
1404154800,2496.4,0
1404155400,2476.5,0
1404156000,2461.6,0
1404156600,2479.6,0
1404157200,2485.6,0
1404157800,2961.1,0
1404158400,2320.6,0
1404159000,1605.1,0
1404159600,2447.4,0
1404160200,2974.3,1
1404160800,2891,1
1404161400,1455,0
1404162000,1508.2,0
1404162600,1467.8,0
1404163200,1455.5,0
1404163800,1433.9,0
1404164400,1446.8,0
1404165000,393.3,0
1404165600,244.7,0
1404166200,245.4,0
1404166800,244.5,0
1404167400,246.2,0
1404168000,246.5,0
1404168600,247.1,0
1404169200,246.8,0
1404169800,256.9,0
1404170400,300.5,0
1404171000,301.1,0
1404171600,301.8,0
1404172200,301.2,0
1404172800,301.8,0
1404173400,303,0
1404174000,302.6,0
1404174600,302.3,0
1404175200,302.9,0
1404175800,301.9,0
1404176400,302.5,0
1404177000,303.2,0
1404177600,303.1,0
1404178200,302.6,0
1404178800,301.6,0
1404179400,301.2,0
1404180000,302.5,0
1404180600,303,0
1404181200,303.7,0
1404181800,303,0
1404182400,303.8,0
1404183000,304.1,0
1404183600,303.6,0
1404184200,304.9,0
1404184800,304.3,0
1404185400,304,0
1404186000,304.4,0
1404186600,304.4,0
1404187200,304,0
1404187800,304,0
1404188400,303.3,0
1404189000,303.4,0
1404189600,303,0
1404190200,302.2,0
1404190800,303.4,0
1404191400,303.9,0
1404192000,300.5,0
1404192600,298.8,0
1404193200,297.5,0
1404193800,296.5,0
1404194400,299.4,0
1404195000,313.1,0
1404195600,655.7,0
1404196200,1202.1,0
1404196800,2220,0
1404197400,2246.1,0
1404198000,1713.2,0
1404198600,999.5,0
1404199200,993.5,0
1404199800,991.1,0
1404200400,936,0
1404201000,342.5,0
1404201600,528.3,0
1404202200,362.3,0
1404202800,105.4,0
1404203400,143.2,0
1404204000,184.4,0
1404204600,109.6,0
1404205200,105.3,0
1404205800,105.6,0
1404206400,105.7,0
1404207000,154.7,0
1404207600,471.5,0
1404208200,1097.6,1
1404208800,279.8,0
1404209400,260.4,0
1404210000,280.7,0
1404210600,211,0
1404211200,860.2,0
1404211800,1153.8,0
1404212400,823.3,0
1404213000,220.5,0
1404213600,485.1,1
1404214200,532.8,1
1404214800,375.5,0
1404215400,106.2,0
1404216000,994.2,1
1404216600,1416.7,1
1404217200,2548.2,1
