"timestamp","power","anomaly"
1404153000,142,0
1404153600,147,0
1404154200,200,0
1404154800,254,0
1404155400,169,0
1404156000,151,0
1404156600,141,0
1404157200,143,0
1404157800,144,0
1404158400,144,0
1404159000,145,0
1404159600,145,0
1404160200,146,0
1404160800,164,0
1404161400,191,0
1404162000,254,0
1404162600,173,0
1404163200,143,0
1404163800,142,0
1404164400,144,0
1404165000,150,0
1404165600,153,0
1404166200,152,0
1404166800,229,0
1404167400,187,0
1404168000,174,0
1404168600,160,0
1404169200,168,0
1404169800,167,0
1404170400,158,0
1404171000,154,0
1404171600,156,0
1404172200,155,0
1404172800,177,0
1404173400,191,0
1404174000,170,0
1404174600,250,0
1404175200,412,0
1404175800,163,0
1404176400,161,0
1404177000,168,0
1404177600,557,0
1404178200,185,0
1404178800,168,0
1404179400,218,0
1404180000,232,0
1404180600,181,0
1404181200,147,0
1404181800,141,0
1404182400,141,0
1404183000,143,0
1404183600,154,0
1404184200,156,0
1404184800,192,0
1404185400,257,0
1404186000,216,0
1404186600,154,0
1404187200,144,0
1404187800,141,0
1404188400,141,0
1404189000,141,0
1404189600,142,0
1404190200,141,0
1404190800,141,0
1404191400,159,0
1404192000,157,0
1404192600,225,0
1404193200,208,0
1404193800,144,0
1404194400,141,0
1404195000,142,0
1404195600,141,0
1404196200,141,0
1404196800,142,0
1404197400,145.33,0
1404198000,148.67,0
1404198600,152,0
1404199200,157,0
1404199800,272,0
1404200400,395,1
1404201000,159,0
1404201600,143,0
1404202200,223,0
1404202800,219,0
1404203400,169,0
1404204000,186,0
1404204600,172,0
1404205200,156,0
1404205800,145,0
1404206400,184,0
1404207000,237,0
1404207600,200,0
1404208200,162,0
1404208800,157,0
1404209400,186,0
1404210000,188,0
1404210600,202,0
1404211200,211,0
1404211800,221,0
1404212400,194,0
1404213000,186,0
1404213600,200,0
1404214200,1076,1
1404214800,564,0
1404215400,226,0
1404216000,399,0
1404216600,304,0
1404217200,238,0
1404217800,194,0
1404218400,363,1
1404219000,657,1
1404219600,552,1
1404220200,432,1
1404220800,460,1
1404221400,455,0
1404222000,483,0
1404222600,523,1
1404223200,249,0
1404223800,262,0
1404224400,210,0
1404225000,197,0
1404225600,230,0
1404226200,278,0
1404226800,257,0
1404227400,291,0
1404228000,233,0
1404228600,278,0
1404229200,215,0
1404229800,186,0
1404230400,181,0
1404231000,183,0
1404231600,175,0
1404232200,215,0
1404232800,236,0
1404233400,216,0
1404234000,213,0
1404234600,220,0
1404235200,278,0
1404235800,258,0
1404236400,191,0
1404237000,137,0
1404237600,137,0
1404238200,138,0
1404238800,137,0
1404239400,137,0
1404240000,138,0
1404240600,157,0
1404241200,156,0
1404241800,153,0
1404242400,174,0
1404243000,150,0
1404243600,144,0
1404244200,139,0
1404244800,138,0
1404245400,138,0
1404246000,139,0
1404246600,150,0
1404247200,160,0
1404247800,155,0
1404248400,152,0
1404249000,139,0
1404249600,139,0
1404250200,161,0
1404250800,147,0
1404251400,147,0
1404252000,148,0
1404252600,167,0
1404253200,172,0
1404253800,166,0
1404254400,164,0
1404255000,151,0
1404255600,149,0
1404256200,148,0
1404256800,148,0
1404257400,148,0
1404258000,182,0
1404258600,167,0
1404259200,213,0
1404259800,174,0
1404260400,170,0
1404261000,156,0
1404261600,396,0
1404262200,256,0
1404262800,186,0
1404263400,151,0
1404264000,495,0
1404264600,294,0
1404265200,365,0
1404265800,339,0
1404266400,308,0
1404267000,182,0
1404267600,148,0
1404268200,142,0
1404268800,143,0
1404269400,158,0
1404270000,155,0
1404270600,142,0
1404271200,148,0
1404271800,161,0
1404272400,163,0
1404273000,254,0
1404273600,176,0
1404274200,141,0
1404274800,137,0
1404275400,137,0
1404276000,138,0
1404276600,137,0
1404277200,138,0
1404277800,162,0
1404278400,157,0
1404279000,172,0
1404279600,177,0
1404280200,197,0
1404280800,321,1
1404281400,343,0
1404282000,170,0
1404282600,555,1
1404283200,169,0
1404283800,193,0
1404284400,211,0
1404285000,201,0
1404285600,191,0
1404286200,161,0
1404286800,186,0
1404287400,350,1
1404288000,163,0
1404288600,156,0
1404289200,247,0
1404289800,182,0
1404290400,156,0
1404291000,153,0
1404291600,149,0
1404292200,141,0
1404292800,144,0
1404293400,155,0
1404294000,196,0
1404294600,206,0
1404295200,186,0
1404295800,264,0
1404296400,195,0
1404297000,183,0
1404297600,184,0
1404298200,498,1
1404298800,250,0
1404299400,169,0
1404300000,168,0
1404300600,176,0
1404301200,190,0
1404301800,267,0
1404302400,2118,1
1404303000,2489,1
1404303600,1497,1
1404304200,231,0
1404304800,327,0
1404305400,168,0
1404306000,177,0
1404306600,187,0
1404307200,180,0
1404307800,293,0
1404308400,386,0
1404309000,395,0
1404309600,398,0
1404310200,303,0
1404310800,274,0
1404311400,246,0
1404312000,158,0
1404312600,231,0
1404313200,219,0
1404313800,289,0
1404314400,339,0
1404315000,769,1
1404315600,754,1
1404316200,611,0
1404316800,348,0
1404317400,614,0
1404318000,479,0
1404318600,395,0
1404319200,378,0
1404319800,228,0
1404320400,232,0
1404321000,216,0
1404321600,214,0
1404322200,169,0
1404322800,155,0
1404323400,147,0
1404324000,139,0
1404324600,138,0
1404325200,137,0
1404325800,159,0
1404326400,177,0
1404327000,157,0
1404327600,150,0
1404328200,143,0
1404328800,137,0
1404329400,148,0
1404330000,148,0
1404330600,143,0
1404331200,137,0
1404331800,138,0
1404332400,159,0
1404333000,155,0
1404333600,153,0
1404334200,147,0
1404334800,139,0
1404335400,146,0
1404336000,147,0
1404336600,165,0
1404337200,150,0
1404337800,149,0
1404338400,167,0
1404339000,170,0
1404339600,164,0
1404340200,161,0
1404340800,148,0
1404341400,154,0
1404342000,153,0
1404342600,146,0
1404343200,145,0
1404343800,162,0
1404344400,205,0
1404345000,239,0
1404345600,249,0
1404346200,226,0
1404346800,182,0
1404347400,221,0
1404348000,193,0
1404348600,140,0
1404349200,143,0
1404349800,513,0
1404350400,604,0
1404351000,304,0
1404351600,217,0
1404352200,195,0
1404352800,183,0
1404353400,148,0
1404354000,140,0
1404354600,137,0
1404355200,138,0
1404355800,168,0
1404356400,190,0
1404357000,239,0
1404357600,280,0
1404358200,266,0
1404358800,209,0
1404359400,169,0
1404360000,493,1
1404360600,177,0
1404361200,235,0
1404361800,148,0
1404362400,142,0
1404363000,157,0
1404363600,162,0
1404364200,225,0
1404364800,268,0
1404365400,175,0
1404366000,157,0
1404366600,154,0
1404367200,369,1
1404367800,572,1
1404368400,424,1
1404369000,389,1
1404369600,423,1
1404370200,371,1
1404370800,348,0
1404371400,215,0
1404372000,187,0
1404372600,172,0
1404373200,165,0
1404373800,473,1
1404374400,140,0
1404375000,146,0
1404375600,164,0
1404376200,227,0
1404376800,252,0
1404377400,189,0
1404378000,144,0
1404378600,421,1
1404379200,140,0
1404379800,151,0
1404380400,199,0
1404381000,197,0
1404381600,234,0
1404382200,226,0
1404382800,205,0
1404383400,246,0
1404384000,193,0
1404384600,153,0
1404385200,153,0
1404385800,148,0
1404386400,142,0
1404387000,142,0
1404387600,162,0
1404388200,159,0
1404388800,156,0
1404389400,741,0
1404390000,2046,1
1404390600,1314,1
1404391200,933,1
1404391800,295,0
1404392400,184,0
1404393000,159,0
1404393600,188,0
1404394200,269,0
1404394800,260,0
1404395400,253,0
1404396000,226,0
1404396600,567,1
1404397200,283,0
1404397800,287,0
1404398400,366,0
1404399000,293,0
1404399600,259,0
1404400200,336,0
1404400800,287,0
1404401400,294,0
1404402000,286,0
1404402600,225,0
1404403200,190,0
1404403800,193,0
1404404400,261,0
1404405000,278,0
1404405600,261,0
1404406200,193,0
1404406800,211,0
1404407400,173,0
1404408000,154,0
1404408600,148,0
1404409200,143,0
1404409800,143,0
1404410400,142,0
1404411000,141,0
1404411600,153,0
1404412200,146,0
1404412800,205,0
1404413400,155,0
1404414000,152,0
1404414600,150,0
1404415200,140,0
1404415800,142,0
1404416400,140,0
1404417000,140,0
1404417600,140,0
1404418200,145,0
1404418800,194,0
1404419400,248,0
1404420000,191,0
1404420600,153,0
1404421200,145,0
1404421800,142,0
1404422400,141,0
1404423000,140,0
1404423600,142,0
1404424200,147,0
1404424800,158,0
1404425400,188,0
1404426000,267,0
1404426600,258,0
1404427200,204,0
1404427800,152,0
1404428400,152,0
1404429000,152,0
1404429600,151,0
1404430200,152,0
1404430800,177,0
1404431400,280,0
1404432000,278,0
1404432600,299,0
1404433200,465,1
1404433800,413,0
1404434400,370,0
1404435000,263,0
1404435600,152,0
1404436200,202,0
1404436800,180,0
1404437400,356,0
1404438000,184,0
1404438600,171,0
1404439200,154,0
1404439800,183,0
1404440400,150,0
1404441000,147,0
1404441600,140,0
1404442200,140,0
1404442800,139,0
1404443400,536,1
1404444000,165,0
1404444600,158,0
1404445200,155,0
1404445800,146,0
1404446400,157,0
1404447000,151,0
1404447600,177,0
1404448200,201,0
1404448800,198,0
1404449400,199,0
1404450000,212,0
1404450600,183,0
1404451200,179,0
1404451800,175,0
1404452400,160,0
1404453000,140,0
1404453600,151,0
1404454200,152,0
1404454800,429,1
1404455400,205,0
1404456000,159,0
1404456600,161,0
1404457200,156,0
1404457800,155,0
1404458400,144,0
1404459000,140,0
1404459600,139,0
1404460200,139,0
1404460800,139,0
1404461400,142,0
1404462000,166,0
1404462600,288,0
1404463200,249,0
1404463800,159,0
1404464400,150,0
1404465000,139,0
1404465600,140,0
1404466200,140,0
1404466800,139,0
1404467400,139,0
1404468000,138,0
1404468600,170,0
1404469200,263,0
1404469800,253,0
1404470400,263,0
1404471000,158,0
1404471600,146,0
1404472200,140,0
1404472800,139,0
1404473400,156,0
1404474000,200,0
1404474600,203,0
1404475200,235,0
1404475800,267,0
1404476400,322,0
1404477000,267,0
1404477600,232,0
1404478200,172,0
1404478800,1936,1
1404479400,983,1
1404480000,978,1
1404480600,1149,1
1404481200,1073,1
1404481800,550,0
1404482400,449,0
1404483000,715,1
1404483600,228,0
1404484200,215,0
1404484800,215,0
1404485400,213,0
1404486000,215,0
1404486600,238,0
1404487200,233,0
1404487800,227,0
1404488400,225,0
1404489000,391,0
1404489600,376,0
1404490200,244,0
1404490800,240,0
1404491400,193,0
1404492000,170,0
1404492600,165,0
1404493200,191,0
1404493800,184,0
1404494400,186,0
1404495000,188,0
1404495600,167,0
1404496200,163,0
1404496800,175,0
1404497400,170,0
1404498000,168,0
1404498600,164,0
1404499200,175,0
1404499800,180,0
1404500400,174,0
1404501000,174,0
1404501600,167,0
1404502200,162,0
1404502800,163,0
1404503400,161,0
1404504000,179,0
1404504600,168,0
1404505200,163,0
1404505800,173,0
1404506400,177,0
1404507000,174,0
1404507600,170,0
1404508200,165,0
1404508800,162,0
1404509400,161,0
1404510000,161,0
1404510600,167,0
1404511200,184,0
1404511800,180,0
1404512400,275,0
1404513000,190,0
1404513600,187,0
1404514200,185,0
1404514800,177,0
1404515400,177,0
1404516000,175,0
1404516600,174,0
1404517200,175,0
1404517800,175,0
1404518400,220,0
1404519000,287,0
1404519600,265,0
1404520200,207,0
1404520800,171,0
1404521400,166,0
1404522000,166,0
1404522600,167,0
1404523200,168,0
1404523800,180,0
1404524400,180,0
1404525000,202,0
1404525600,238,0
1404526200,287,0
1404526800,290,0
1404527400,189,0
