"timestamp","power","anomaly"
1404153000,171,0
1404153600,193,0
1404154200,204,0
1404154800,168,0
1404155400,168,0
1404156000,180,0
1404156600,197,0
1404157200,174,0
1404157800,170,0
1404158400,179,0
1404159000,198,0
1404159600,182,0
1404160200,169,0
1404160800,161,0
1404161400,186,0
1404162000,175,0
1404162600,167,0
1404163200,160,0
1404163800,174,0
1404164400,185,0
1404165000,160,0
1404165600,159,0
1404166200,173,0
1404166800,187,0
1404167400,244,0
1404168000,332,0
1404168600,173,0
1404169200,189,0
1404169800,203,0
1404170400,215,0
1404171000,200,0
1404171600,195,0
1404172200,171,0
1404172800,172,0
1404173400,1342,1
1404174000,210,0
1404174600,351,0
1404175200,172,0
1404175800,206,0
1404176400,244,0
1404177000,205,0
1404177600,195,0
1404178200,196,0
1404178800,238,0
1404179400,229,0
1404180000,186,0
1404180600,177,0
1404181200,196,0
1404181800,180,0
1404182400,168,0
1404183000,168,0
1404183600,190,0
1404184200,192,0
1404184800,168,0
1404185400,167,0
1404186000,202,0
1404186600,198,0
1404187200,170,0
1404187800,168,0
1404188400,174,0
1404189000,198,0
1404189600,180,0
1404190200,170,0
1404190800,172,0
1404191400,191,0
1404192000,186,0
1404192600,167,0
1404193200,167,0
1404193800,185,0
1404194400,195,0
1404195000,176,0
1404195600,166,0
1404196200,170,0
1404196800,196,0
1404197400,194.75,0
1404198000,193.5,0
1404198600,192.25,0
1404199200,191,0
1404199800,197,0
1404200400,166,0
1404201000,166,0
1404201600,186,0
1404202200,193,0
1404202800,166,0
1404203400,166,0
1404204000,194,0
1404204600,191,0
1404205200,167,0
1404205800,166,0
1404206400,185,0
1404207000,189,0
1404207600,167,0
1404208200,170,0
1404208800,188,0
1404209400,192,0
1404210000,165,0
1404210600,1019,1
1404211200,390,0
1404211800,1708,1
1404212400,362,0
1404213000,438,1
1404213600,1037,1
1404214200,3569,1
1404214800,2962,1
1404215400,2268,1
1404216000,292,0
1404216600,344,0
1404217200,328,0
1404217800,266,0
1404218400,266,0
1404219000,302,0
1404219600,1354,1
1404220200,730,0
1404220800,540,0
1404221400,557,0
1404222000,612,0
1404222600,579,0
1404223200,568,0
1404223800,581,0
1404224400,642,0
1404225000,669,0
1404225600,873,0
1404226200,719,0
1404226800,676,0
1404227400,666,0
1404228000,663,0
1404228600,662,0
1404229200,751,0
1404229800,463,0
1404230400,375,0
1404231000,445,0
1404231600,216,0
1404232200,176,0
